"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"전라남도 해남군 송지면(4682034000)","5,732","5,732","211","322","356","328","568","940","1,339","902","671","94","1","2,832","2,832","105","156","225","193","335","511","665","420","212","10","0","2,900","2,900","106","166","131","135","233","429","674","482","459","84","1"
"전라남도 해남군 북평면(4682035000)","2,599","2,599","48","130","169","94","207","407","595","511","391","47","0","1,271","1,271","24","62","103","53","126","236","297","231","127","12","0","1,328","1,328","24","68","66","41","81","171","298","280","264","35","0"
"전라남도 해남군 북일면(4682036000)","1,960","1,960","54","86","98","63","149","328","422","393","317","49","1","948","948","30","38","62","34","86","201","224","167","100","6","0","1,012","1,012","24","48","36","29","63","127","198","226","217","43","1"
"전라남도 해남군 옥천면(4682037000)","2,850","2,850","68","144","152","106","251","523","598","499","438","68","3","1,450","1,450","37","78","90","69","139","309","345","224","141","18","0","1,400","1,400","31","66","62","37","112","214","253","275","297","50","3"
"전라남도 해남군 계곡면(4682038000)","2,059","2,059","63","80","64","82","186","284","467","372","405","54","2","999","999","34","45","39","44","110","170","243","182","122","10","0","1,060","1,060","29","35","25","38","76","114","224","190","283","44","2"
"전라남도 해남군 마산면(4682039000)","2,283","2,283","44","124","106","98","204","382","485","427","348","62","3","1,161","1,161","26","69","71","54","137","248","249","181","113","13","0","1,122","1,122","18","55","35","44","67","134","236","246","235","49","3"
"전라남도 해남군 황산면(4682040000)","4,379","4,379","110","218","196","222","344","684","1,154","812","564","75","0","2,184","2,184","52","111","129","133","212","389","594","380","168","16","0","2,195","2,195","58","107","67","89","132","295","560","432","396","59","0"
"전라남도 해남군 산이면(4682041000)","3,504","3,504","125","179","201","189","336","566","785","622","429","72","0","1,814","1,814","65","94","121","99","234","358","421","272","145","5","0","1,690","1,690","60","85","80","90","102","208","364","350","284","67","0"
"전라남도 해남군 문내면(4682042000)","3,749","3,749","125","203","199","206","304","614","892","683","455","67","1","1,893","1,893","66","103","125","121","188","348","462","313","157","10","0","1,856","1,856","59","100","74","85","116","266","430","370","298","57","1"
"전라남도 해남군 화원면(4682043000)","3,271","3,271","79","168","203","158","309","582","772","585","371","42","2","1,755","1,755","42","84","127","105","204","373","434","270","107","8","1","1,516","1,516","37","84","76","53","105","209","338","315","264","34","1"
"전라남도 영암군 (4683000000)","52,404","52,404","2,625","4,101","4,734","3,986","7,014","9,520","9,362","6,024","4,344","674","20","27,411","27,411","1,361","2,127","2,849","2,118","4,159","5,526","5,042","2,713","1,363","151","2","24,993","24,993","1,264","1,974","1,885","1,868","2,855","3,994","4,320","3,311","2,981","523","18"
"전라남도 영암군 영암읍(4683025000)","7,761","7,761","446","719","744","563","981","1,318","1,385","923","564","113","5","3,848","3,848","230","368","417","272","498","704","725","412","192","30","0","3,913","3,913","216","351","327","291","483","614","660","511","372","83","5"
"전라남도 영암군 삼호읍(4683025300)","15,459","15,459","1,248","1,841","1,690","1,603","2,909","2,886","1,899","910","418","53","2","8,278","8,278","629","948","966","762","1,677","1,693","1,031","433","130","9","0","7,181","7,181","619","893","724","841","1,232","1,193","868","477","288","44","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,529","6,529","393","605","935","721","1,245","1,514","715","238","135","27","1","3,920","3,920","203","317","617","463","808","922","441","108","36","5","0","2,609","2,609","190","288","318","258","437","592","274","130","99","22","1"
"전라남도 영암군 덕진면(4683031000)","1,747","1,747","54","82","90","89","147","291","381","287","272","53","1","872","872","32","44","50","54","93","187","203","122","75","12","0","875","875","22","38","40","35","54","104","178","165","197","41","1"
"전라남도 영암군 금정면(4683032000)","2,029","2,029","28","54","120","78","160","382","486","373","294","52","2","1,034","1,034","14","30","78","39","87","228","285","178","86","9","0","995","995","14","24","42","39","73","154","201","195","208","43","2"
"전라남도 영암군 신북면(4683033000)","3,516","3,516","78","136","212","181","305","607","868","611","448","69","1","1,777","1,777","36","67","148","98","184","341","457","279","145","22","0","1,739","1,739","42","69","64","83","121","266","411","332","303","47","1"
"전라남도 영암군 시종면(4683034000)","3,304","3,304","90","108","175","158","294","528","811","612","460","64","4","1,701","1,701","53","59","118","92","201","326","428","278","138","7","1","1,603","1,603","37","49","57","66","93","202","383","334","322","57","3"
"전라남도 영암군 도포면(4683035000)","2,117","2,117","42","85","143","100","164","363","513","364","309","33","1","1,097","1,097","30","53","95","64","103","202","280","165","97","8","0","1,020","1,020","12","32","48","36","61","161","233","199","212","25","1"
"전라남도 영암군 군서면(4683036000)","3,108","3,108","72","141","201","166","247","513","704","546","448","69","1","1,526","1,526","45","82","124","89","157","296","361","228","130","13","1","1,582","1,582","27","59","77","77","90","217","343","318","318","56","0"
"전라남도 영암군 서호면(4683037000)","1,836","1,836","55","64","102","80","143","267","429","333","314","48","1","898","898","24","36","65","48","90","152","229","145","98","11","0","938","938","31","28","37","32","53","115","200","188","216","37","1"
"전라남도 영암군 학산면(4683038000)","2,844","2,844","79","170","213","139","236","491","640","458","358","60","0","1,373","1,373","46","76","113","68","136","269","325","199","128","13","0","1,471","1,471","33","94","100","71","100","222","315","259","230","47","0"
"전라남도 영암군 미암면(4683039000)","2,154","2,154","40","96","109","108","183","360","531","369","324","33","1","1,087","1,087","19","47","58","69","125","206","277","166","108","12","0","1,067","1,067","21","49","51","39","58","154","254","203","216","21","1"
"전라남도 무안군 (4684000000)","90,410","90,410","7,176","10,052","9,258","10,200","14,465","13,577","12,318","7,850","4,798","693","23","45,460","45,460","3,701","5,091","5,000","5,112","7,534","7,410","6,293","3,680","1,517","122","0","44,950","44,950","3,475","4,961","4,258","5,088","6,931","6,167","6,025","4,170","3,281","571","23"
"전라남도 무안군 무안읍(4684025000)","10,891","10,891","650","1,098","1,289","918","1,442","1,945","1,746","1,134","591","77","1","5,438","5,438","325","590","737","470","754","1,009","850","489","203","11","0","5,453","5,453","325","508","552","448","688","936","896","645","388","66","1"
"전라남도 무안군 일로읍(4684025300)","16,288","16,288","2,325","2,008","974","2,269","3,128","1,894","1,722","1,140","709","115","4","8,137","8,137","1,218","974","561","1,030","1,693","1,031","872","516","226","16","0","8,151","8,151","1,107","1,034","413","1,239","1,435","863","850","624","483","99","4"
"전라남도 무안군 삼향읍(4684025600)","5,251","5,251","132","274","418","321","475","997","1,292","794","469","74","5","2,774","2,774","64","135","231","191","280","593","709","401","159","11","0","2,477","2,477","68","139","187","130","195","404","583","393","310","63","5"
"전라남도 무안군 삼향읍남악출장소(4684025800)","34,931","34,931","3,628","5,677","4,596","5,509","7,502","4,759","2,087","812","313","48","0","17,241","17,241","1,855","2,888","2,356","2,697","3,588","2,390","985","374","97","11","0","17,690","17,690","1,773","2,789","2,240","2,812","3,914","2,369","1,102","438","216","37","0"
"전라남도 무안군 몽탄면(4684032000)","2,925","2,925","37","92","205","122","217","512","704","509","456","71","0","1,473","1,473","20","43","123","79","136","310","381","239","124","18","0","1,452","1,452","17","49","82","43","81","202","323","270","332","53","0"
"전라남도 무안군 청계면(4684033000)","6,419","6,419","142","356","958","411","601","1,051","1,361","881","558","94","6","3,347","3,347","71","188","545","231","368","597","730","424","173","20","0","3,072","3,072","71","168","413","180","233","454","631","457","385","74","6"
"전라남도 무안군 현경면(4684034000)","4,429","4,429","82","151","267","217","322","809","1,088","859","560","73","1","2,301","2,301","45","67","145","138","224","510","573","409","176","14","0","2,128","2,128","37","84","122","79","98","299","515","450","384","59","1"
"전라남도 무안군 망운면(4684035000)","1,867","1,867","47","71","104","104","169","316","478","349","195","31","3","966","966","27","38","52","62","113","191","249","167","61","6","0","901","901","20","33","52","42","56","125","229","182","134","25","3"
"전라남도 무안군 해제면(4684036000)","4,633","4,633","93","177","265","191","374","788","1,127","902","639","74","3","2,353","2,353","54","96","161","118","234","472","574","432","203","9","0","2,280","2,280","39","81","104","73","140","316","553","470","436","65","3"
"전라남도 무안군 운남면(4684037000)","2,776","2,776","40","148","182","138","235","506","713","470","308","36","0","1,430","1,430","22","72","89","96","144","307","370","229","95","6","0","1,346","1,346","18","76","93","42","91","199","343","241","213","30","0"
"전라남도 함평군 (4686000000)","30,604","30,604","992","1,865","2,110","1,771","2,972","5,192","6,526","4,706","3,846","605","19","15,499","15,499","492","1,003","1,235","968","1,739","3,089","3,546","2,080","1,222","124","1","15,105","15,105","500","862","875","803","1,233","2,103","2,980","2,626","2,624","481","18"
"전라남도 함평군 함평읍(4686025000)","8,303","8,303","421","745","747","618","1,053","1,413","1,426","999","774","105","2","4,093","4,093","200","393","427","300","546","785","735","441","251","15","0","4,210","4,210","221","352","320","318","507","628","691","558","523","90","2"
"전라남도 함평군 손불면(4686031000)","3,194","3,194","89","147","160","139","288","519","692","622","466","70","2","1,645","1,645","42","80","92","83","198","326","384","261","159","19","1","1,549","1,549","47","67","68","56","90","193","308","361","307","51","1"
"전라남도 함평군 신광면(4686032000)","1,731","1,731","44","58","102","89","132","265","438","299","252","50","2","867","867","22","28","54","52","91","151","230","140","88","11","0","864","864","22","30","48","37","41","114","208","159","164","39","2"
"전라남도 함평군 학교면(4686033000)","3,548","3,548","80","177","211","173","308","581","811","577","527","98","5","1,791","1,791","40","102","119","93","190","364","444","252","164","23","0","1,757","1,757","40","75","92","80","118","217","367","325","363","75","5"
"전라남도 함평군 엄다면(4686034000)","1,856","1,856","46","76","121","85","152","348","406","290","284","47","1","909","909","21","34","80","51","97","208","219","114","79","6","0","947","947","25","42","41","34","55","140","187","176","205","41","1"
"전라남도 함평군 대동면(4686035000)","2,985","2,985","66","221","205","165","217","524","638","480","408","59","2","1,560","1,560","30","138","130","98","117","316","357","228","136","10","0","1,425","1,425","36","83","75","67","100","208","281","252","272","49","2"
"전라남도 함평군 나산면(4686036000)","2,737","2,737","68","119","148","152","234","439","698","449","361","67","2","1,367","1,367","33","60","85","84","143","267","385","196","106","8","0","1,370","1,370","35","59","63","68","91","172","313","253","255","59","2"
"전라남도 함평군 해보면(4686037000)","2,694","2,694","64","136","180","160","243","481","655","392","330","52","1","1,368","1,368","36","67","99","84","127","291","360","176","113","15","0","1,326","1,326","28","69","81","76","116","190","295","216","217","37","1"
"전라남도 함평군 월야면(4686038000)","3,556","3,556","114","186","236","190","345","622","762","598","444","57","2","1,899","1,899","68","101","149","123","230","381","432","272","126","17","0","1,657","1,657","46","85","87","67","115","241","330","326","318","40","2"
"전라남도 영광군 (4687000000)","51,926","51,926","3,448","3,934","4,468","4,519","6,088","8,355","9,147","6,694","4,666","577","30","25,962","25,962","1,709","2,033","2,507","2,315","3,379","4,682","4,773","2,953","1,490","117","4","25,964","25,964","1,739","1,901","1,961","2,204","2,709","3,673","4,374","3,741","3,176","460","26"
